"state","county","checklists","totalSpSeen","modeledTotal","speciesDifference"
"KY","pike",304,144,264.156332400887,120.156332400887
"KY","powell",232,143,259.921607241674,116.921607241674
"KY","pulaski",5204,277,261.425968998365,0
"KY","robertson",26,119,277.47929285932,158.47929285932
"KY","rockcastle",206,199,255.598841716587,56.5988417165873
"KY","rowan",1360,259,269.525716192629,10.5257161926294
"KY","russell",627,218,258.869489327353,40.8694893273528
"KY","scott",567,184,272.696074738525,88.6960747385252
"KY","shelby",1464,200,274.294533496442,74.2945334964423
"KY","simpson",90,139,275.442908191479,136.442908191479
"KY","spencer",276,152,273.634080111258,121.634080111258
"KY","taylor",266,188,263.047446827438,75.0474468274376
"KY","todd",592,200,276.366012611492,76.3660126114921
"KY","trigg",1661,255,287.029375726135,32.0293757261349
"KY","trimble",40,91,275.00085686688,184.00085686688
"KY","union",457,244,287.90199821762,43.9019982176205
"KY","warren",819,284,269.23294091719,0
"KY","washington",126,112,266.677784750376,154.677784750376
"KY","wayne",633,246,258.350875507862,12.3508755078623
"KY","webster",24,45,286.0055493926,241.0055493926
"KY","whitley",284,149,259.70208392676,110.70208392676
"KY","wolfe",217,128,256.913467771257,128.913467771257
"KY","woodford",299,149,272.100594897319,123.100594897319
"LA","acadia",850,287,331.305338526162,44.3053385261622
"LA","allen",202,204,307.960418294978,103.960418294978
"LA","ascension",812,235,311.90197841436,76.9019784143597
"LA","assumption",137,172,332.183298294471,160.183298294471
"LA","avoyelles",346,206,316.76206939899,110.76206939899
"LA","beauregard",440,204,324.036955642366,120.036955642366
"LA","bienville",132,187,307.053135877422,120.053135877422
"LA","bossier",1552,286,309.592605982084,23.592605982084
"LA","caddo",7813,334,316.884930477978,0
"LA","calcasieu",3616,305,360.565235372942,55.5652353729417
"LA","caldwell",149,189,303.237261867933,114.237261867933
"LA","cameron",11447,398,404.653315476114,6.65331547611407
"LA","catahoula",176,208,308.457327272768,100.457327272768
"LA","claiborne",2081,261,305.485412604796,44.4854126047956
"LA","concordia",314,199,305.255960683592,106.255960683592
"LA","de soto",1236,261,319.342706157748,58.3427061577477
"LA","east baton rouge",12101,312,307.394722876418,0
"LA","east carroll",215,198,305.806082367464,107.806082367464
"LA","east feliciana",192,162,313.330519388735,151.330519388735
"LA","evangeline",702,254,310.545495273494,56.5454952734938
"LA","franklin",130,180,312.133594264181,132.133594264181
"LA","grant",535,214,312.787732668401,98.7877326684007
"LA","iberia",567,268,339.160848398199,71.1608483981987
"LA","iberville",2181,302,314.136805870242,12.136805870242
"LA","jackson",317,196,301.432995345508,105.432995345508
"LA","jefferson",11254,346,352.961952162079,6.96195216207934
"LA","jefferson davis",2370,295,326.466209382645,31.4662093826451
"LA","lafayette",3853,300,328.346938394952,28.346938394952
"LA","lafourche",2019,302,371.296583214038,69.2965832140383
"LA","la salle",1011,248,311.339841945561,63.3398419455608
"LA","lincoln",679,201,299.998921736596,98.9989217365957
"LA","livingston",822,222,326.013705485624,104.013705485624
"LA","madison",373,236,303.130252169007,67.1302521690066
"LA","morehouse",577,238,306.656281752669,68.6562817526686
"LA","natchitoches",823,269,319.910417211072,50.9104172110721
"LA","orleans",12584,340,340.79177834296,0.791778342959788
"LA","ouachita",3536,270,298.791762699139,28.7917626991385
"LA","plaquemines",2514,348,367.785759819377,19.7857598193766
"LA","pointe coupee",457,262,313.610157475253,51.6101574752531
"LA","rapides",4999,296,322.267530271147,26.2675302711473
"LA","red river",618,276,305.377620035853,29.3776200358527
"LA","richland",435,224,307.71994119051,83.7199411905102
"LA","sabine",437,217,318.734700617935,101.734700617935
"LA","st bernard",953,277,326.591092247105,49.5910922471049
"LA","st charles",1092,277,338.405355099504,61.4053550995038
"LA","st helena",88,142,313.103686382004,171.103686382004
"LA","st james",506,217,320.8399707221,103.8399707221
"LA","st john the baptist",1756,277,353.390115080013,76.3901150800131
"LA","st landry",873,259,319.273541814393,60.2735418143927
"LA","st martin",4012,290,331.680182172558,41.6801821725581
"LA","st martin",4012,290,337.413612316194,47.4136123161936
"LA","st mary",560,267,347.294590271944,80.2945902719436
"LA","st tammany",11705,326,341.102833651205,15.1028336512051
"LA","tangipahoa",948,235,339.73400382906,104.73400382906
"LA","tensas",183,205,304.566314747696,99.5663147476959
"LA","terrebonne",2171,309,373.151197867628,64.1511978676282
"LA","union",1858,260,307.776401578175,47.7764015781748
"LA","vermilion",1906,331,361.743086995421,30.7430869954212
"LA","vernon",899,218,318.840381488674,100.840381488674
"LA","washington",1337,201,309.507799389049,108.507799389049
"LA","webster",229,193,303.628068359656,110.628068359656
"LA","west baton rouge",217,224,320.346190569317,96.3461905693168
"LA","west carroll",183,166,312.265699734833,146.265699734833
"LA","west feliciana",423,221,312.18762527344,91.1876252734398
"LA","winn",171,155,313.681086065236,158.681086065236
"ME","androscoggin",4109,232,308.288384918723,76.2883849187233
"ME","aroostook",3984,253,276.260174874833,23.2601748748325
"ME","cumberland",51168,361,354.085631085296,0
"ME","franklin",2553,215,252.243015934999,37.243015934999
"ME","hancock",33154,327,341.763090330469,14.763090330469
"ME","kennebec",14525,267,300.557900845747,33.5579008457468
"ME","knox",12372,338,333.025882861155,0
"ME","lincoln",12120,342,337.99602722085,0
"ME","oxford",7054,241,255.332122855125,14.3321228551247
"ME","penobscot",16489,283,294.897231031318,11.8972310313182
"ME","piscataquis",3041,209,262.697073201964,53.6970732019635
"ME","sagadahoc",10006,332,337.559882464942,5.55988246494161
"ME","somerset",3527,238,260.30473982426,22.3047398242596
"ME","waldo",19235,290,318.252712633869,28.2527126338688
"ME","washington",9580,336,338.93720695522,2.93720695522012
"ME","york",38914,368,355.538742463845,0
"MD","allegany",9360,276,264.482674839597,0
"MD","anne arundel",47419,337,330.244981163386,0
"MD","baltimore",64002,343,332.153236190723,0
"MD","calvert",14797,328,322.166982221113,0
"MD","caroline",7166,277,300.002242390019,23.0022423900192
"MD","carroll",10008,286,292.915409227613,6.91540922761305
"MD","cecil",7685,307,331.148098441731,24.148098441731
"MD","charles",3299,281,328.137052269959,47.1370522699595
"MD","dorchester",13565,318,339.485411083055,21.4854110830552
"MD","frederick",26241,292,278.049025153545,0
"MD","garrett",12892,267,260.458158930051,0
"MD","harford",16383,316,326.432088736724,10.4320887367239
"MD","howard",47985,303,301.209184621229,0
"MD","kent",7998,308,322.345899525935,14.345899525935
"MD","montgomery",70800,320,295.072209543881,0
"MD","prince georges",35429,322,309.163677718837,0
"MD","queen annes",16378,313,313.890257033003,0.890257033003422
"MD","st marys",10737,326,325.202955007242,0
"MD","somerset",5061,301,367.04313636321,66.0431363632104
"MD","talbot",20303,318,334.017867804929,16.0178678049288
"MD","washington",8065,271,275.445664181104,4.44566418110367
"MD","wicomico",8355,298,328.321109048954,30.3211090489544
"MD","worcester",38185,386,379.912385008638,0
"MD","baltimore city",NA,NA,336.054579396758,NA
"MA","barnstable",92319,419,338.137696694832,0
"MA","berkshire",22691,302,278.480903194877,0
"MA","bristol",20101,359,346.598358842427,0
"MA","dukes",4828,379,333.517394598127,0
"MA","essex",101811,422,338.223144204381,0
"MA","franklin",17208,304,281.422855073323,0
"MA","hampden",18232,295,294.878436958825,0
"MA","hampshire",47731,322,288.888395479552,0
"MA","middlesex",104194,341,355.61453369945,14.6145336994495
"MA","nantucket",8466,365,339.582622787059,0
"MA","norfolk",37302,342,332.016963259309,0
"MA","plymouth",36252,387,348.57736441691,0
"MA","suffolk",39235,348,345.041439210312,0
"MA","worcester",36918,338,318.360119096004,0
"MI","alcona",2218,247,287.877512150651,40.877512150651
"MI","alger",3684,308,296.400177972563,0
"MI","allegan",12279,302,309.770114972167,7.7701149721666
"MI","alpena",1162,246,290.618926608398,44.6189266083979
"MI","antrim",3099,239,278.360956220447,39.3609562204472
"MI","arenac",1163,247,288.551798605909,41.5517986059095
"MI","baraga",1493,279,285.040207323118,6.04020732311801
"MI","barry",11383,273,283.299087614046,10.2990876140458
"MI","bay",14893,302,294.344362347216,0
"MI","benzie",3990,269,281.41406387157,12.4140638715702
"MI","berrien",16557,331,311.296630318885,0
"MI","branch",1810,232,276.881060833886,44.8810608338861
"MI","calhoun",8820,254,275.777256814342,21.777256814342
"MI","cass",1536,218,293.387973823589,75.3879738235888
"MI","charlevoix",6345,267,275.021505436666,8.02150543666619
"MI","cheboygan",3416,256,291.542299912983,35.542299912983
"MI","chippewa",15296,345,309.075347881773,0
"MI","clare",1481,221,267.167264120996,46.1672641209963
"MI","clinton",5310,258,283.883545472612,25.8835454726122
"MI","crawford",5551,245,265.686970888287,20.6869708882873
"MI","delta",2668,289,302.43688867547,13.4368886754701
"MI","dickinson",1109,211,280.027764657721,69.0277646577205
"MI","eaton",4629,245,281.566819934338,36.5668199343375
"MI","emmet",3422,264,282.226767224219,18.2267672242189
"MI","genesee",5679,262,283.140390530577,21.140390530577
"MI","gladwin",647,209,279.457769350853,70.4577693508527
"MI","gogebic",1244,220,284.532310780543,64.532310780543
"MI","grand traverse",10694,271,275.565667349677,4.56566734967674
"MI","gratiot",3116,262,284.085975420941,22.0859754209413
"MI","hillsdale",2172,242,277.974560324225,35.9745603242253
"MI","houghton",3925,300,287.979052566194,0
"MI","huron",4797,292,306.672255875072,14.6722558750725
"MI","ingham",18131,286,281.109580200422,0
"MI","ionia",2559,263,286.400138662402,23.4001386624021
"MI","iosco",11675,295,294.186130161539,0
"MI","iron",546,207,279.623096783406,72.6230967834059
"MI","isabella",7727,255,278.583543660237,23.5835436602374
"MI","jackson",14557,273,280.382076231021,7.38207623102073
"MI","kalamazoo",13728,275,287.849242640164,12.8492426401635
"MI","kalkaska",2091,235,263.657496593658,28.657496593658
"MI","kent",36223,279,294.366533959612,15.3665339596115
"MI","keweenaw",2043,287,285.056786406868,0
"MI","lake",611,193,279.418800012171,86.4188000121708
"MI","lapeer",4595,240,282.855543869016,42.8555438690163
"MI","leelanau",9969,277,281.583445324439,4.58344532443908
"MI","lenawee",4692,261,287.257018444121,26.2570184441212
"MI","livingston",12504,275,282.95669360778,7.95669360777998
"MI","luce",1585,230,297.988142190936,67.9881421909358
"MI","mackinac",2647,268,296.356554727351,28.3565547273507
"MI","macomb",20957,302,302.860089281146,0.86008928114552
"MI","manistee",9881,290,290.67442587273,0.674425872729728
"MI","marquette",7589,297,284.112259270989,0
"MI","mason",3524,276,308.906868682937,32.9068686829371
"MI","mecosta",1246,230,274.888825269088,44.8888252690882
"MI","menominee",843,222,297.672976300665,75.6729763006651
"MI","midland",13166,272,288.447466671727,16.4474666717272
"MI","missaukee",1124,227,262.551324521553,35.5513245215532
"MI","monroe",8742,319,308.7425597966,0
"MI","montcalm",1483,227,283.476224030191,56.4762240301907
"MI","montmorency",536,209,277.312187076495,68.3121870764953
"MI","muskegon",10028,302,310.791094774527,8.79109477452749
"MI","newaygo",800,225,299.171952578707,74.1719525787071
"MI","oakland",42497,278,286.581869634865,8.58186963486531
"MI","oceana",1816,250,307.907525239566,57.9075252395662
"MI","ogemaw",2132,232,277.518494671666,45.5184946716663
"MI","ontonagon",623,247,282.860617196456,35.860617196456
"MI","osceola",2000,210,268.289477713967,58.2894777139674
"MI","oscoda",1348,241,270.143094355593,29.1430943555933
"MI","otsego",2553,211,264.277715790792,53.2777157907915
"MI","ottawa",18688,304,304.686501002649,0.686501002649209
"MI","presque isle",815,229,290.952841381424,61.9528413814238
"MI","roscommon",3527,257,268.176392773185,11.1763927731852
"MI","saginaw",8014,291,296.478347716964,5.47834771696375
"MI","st clair",5972,295,305.885910545882,10.8859105458823
"MI","st joseph",3117,247,289.681474781854,42.6814747818544
"MI","sanilac",2292,252,306.695748739516,54.6957487395163
"MI","schoolcraft",2764,262,302.468587010591,40.4685870105906
"MI","shiawassee",970,219,282.665231080797,63.6652310807968
"MI","tuscola",4901,273,305.966217877682,32.9662178776824
"MI","van buren",3666,269,300.482786394535,31.4827863945347
"MI","washtenaw",54123,295,287.814750720489,0
"MI","wayne",21504,317,313.384501504359,0
"MI","wexford",1674,238,263.727089125212,25.7270891252117
"MN","aitkin",2083,273,287.658307328087,14.6583073280871
"MN","anoka",8488,287,292.836374680856,5.83637468085647
"MN","becker",2333,274,294.432016653662,20.4320166536616
"MN","beltrami",1709,269,298.524536050068,29.5245360500679
"MN","benton",941,237,290.111522174273,53.111522174273
"MN","big stone",2391,249,285.785692207223,36.785692207223
"MN","blue earth",1594,267,288.705297170868,21.7052971708682
"MN","brown",621,261,288.069965625913,27.0699656259129
"MN","carlton",2523,230,286.014076571807,56.014076571807
"MN","carver",7763,289,286.517509403978,0
"MN","cass",2508,279,296.54919661398,17.5491966139796
"MN","chippewa",348,220,288.065020407774,68.065020407774
"MN","chisago",3755,260,295.817880311944,35.817880311944
"MN","clay",2429,287,292.065591366832,5.06559136683165
"MN","clearwater",912,250,299.33068835587,49.3306883558699
"MN","cook",4109,282,276.065665793685,0
"MN","cottonwood",1619,247,286.318240451269,39.3182404512692
"MN","crow wing",3588,272,296.01861890507,24.0186189050704
"MN","dakota",22421,315,294.393302550184,0
"MN","dodge",412,212,285.445820499457,73.4458204994565
"MN","douglas",1829,248,288.252231042934,40.2522310429341
"MN","faribault",859,247,287.271110652058,40.2711106520578
"MN","fillmore",1037,225,291.90974906117,66.9097490611705
"MN","freeborn",701,233,282.246512725998,49.2465127259979
"MN","goodhue",4481,275,289.41932421232,14.4193242123199
"MN","grant",935,257,286.143171690373,29.1431716903732
"MN","hennepin",47364,320,293.862107584664,0
"MN","houston",1564,254,292.939213771594,38.9392137715935
"MN","hubbard",1268,246,296.718275252629,50.7182752526289
"MN","isanti",827,222,291.788588757142,69.788588757142
"MN","itasca",1976,240,294.40643537749,54.4064353774901
"MN","jackson",1071,261,289.997070003416,28.9970700034156
"MN","kanabec",306,213,288.811258784851,75.8112587848508
"MN","kandiyohi",1668,266,291.121061557373,25.1210615573727
"MN","kittson",899,265,316.972478178809,51.9724781788089
"MN","koochiching",644,230,291.907674684638,61.9076746846385
"MN","lac qui parle",1827,278,285.447993133856,7.44799313385596
"MN","lake",7929,297,277.205916872748,0
"MN","lake of the woods",351,254,285.569541689044,31.5695416890439
"MN","le sueur",866,261,287.507089034315,26.5070890343148
"MN","lincoln",402,244,283.025376665771,39.0253766657706
"MN","lyon",1366,283,282.172565307326,0
"MN","mcleod",1224,248,289.428534730159,41.4285347301587
"MN","mahnomen",258,222,289.101292994798,67.1012929947983
"MN","marshall",2212,271,305.689587296779,34.689587296779
"MN","martin",215,210,289.076892348493,79.0768923484931
"MN","meeker",1028,248,285.040588849326,37.0405888493262
"MN","mille lacs",1046,245,288.942427776023,43.9424277760233
"MN","morrison",2626,244,295.523271741712,51.5232717417117
"MN","mower",815,251,287.219399862491,36.2193998624907
"MN","murray",430,249,286.095972947585,37.0959729475852
"MN","nicollet",785,264,286.965525297296,22.9655252972963
"MN","nobles",260,219,287.888331701203,68.8883317012027
"MN","norman",246,212,294.864960723934,82.8649607239342
"MN","olmsted",10764,290,290.331706200616,0.331706200616338
"MN","otter tail",2022,266,292.505600115039,26.5056001150392
"MN","pennington",759,245,295.482850558921,50.4828505589208
"MN","pine",2104,261,289.760985932383,28.7609859323832
"MN","pipestone",682,239,284.883078446033,45.8830784460333
"MN","polk",4960,284,303.567479956428,19.5674799564285
"MN","pope",527,223,288.484452295772,65.484452295772
"MN","ramsey",13392,286,290.244963105397,4.24496310539729
"MN","red lake",381,222,295.540593357377,73.5405933573766
"MN","redwood",403,226,288.510815759996,62.510815759996
"MN","renville",607,239,289.299127562885,50.2991275628845
"MN","rice",5388,277,285.453582747127,8.45358274712714
"MN","rock",625,249,287.111804114148,38.1118041141476
"MN","roseau",1836,281,299.412465922537,18.4124659225365
"MN","st louis",85067,328,293.261217504188,0
"MN","scott",5299,284,286.720217792662,2.7202177926622
"MN","sherburne",3438,274,290.857848689241,16.8578486892407
"MN","sibley",744,251,288.215400718972,37.2154007189725
"MN","stearns",3285,270,292.339113822303,22.339113822303
"MN","steele",2416,257,284.54908837657,27.5490883765701
"MN","stevens",755,236,286.37459747702,50.3745974770204
"MN","swift",502,231,294.693520997562,63.6935209975625
"MN","todd",2220,247,294.452762995591,47.4527629955908
"MN","traverse",371,213,285.450638155781,72.4506381557812
"MN","wabasha",1452,261,291.108635908204,30.108635908204
"MN","wadena",260,194,291.768095464817,97.7680954648175
"MN","waseca",511,221,282.749500375211,61.7495003752108
"MN","washington",17601,293,287.592196390001,0
"MN","watonwan",735,224,287.830106609571,63.8301066095711
"MN","wilkin",466,244,293.623847940765,49.6238479407648
"MN","winona",2161,269,292.103849748499,23.1038497484986
"MN","wright",2899,265,291.904576919112,26.9045769191122
"MN","yellow medicine",770,268,284.5653619062,16.5653619062001
"MS","adams",493,250,306.23032083529,56.23032083529
"MS","alcorn",105,150,291.574360651608,141.574360651608
"MS","amite",38,91,319.644057577394,228.644057577394
"MS","attala",97,167,296.736328887448,129.736328887448
"MS","benton",91,162,294.384015337579,132.384015337579
"MS","bolivar",229,205,318.073739323091,113.073739323091
"MS","calhoun",20,94,293.312875202753,199.312875202753
"MS","carroll",21,73,297.805091196506,224.805091196506
"MS","chickasaw",171,181,289.674701212792,108.674701212792
"MS","choctaw",96,144,285.273877367904,141.273877367904
"MS","claiborne",49,124,306.047764195892,182.047764195892
"MS","clarke",101,121,290.178326294589,169.178326294589
"MS","clay",97,153,286.373787594255,133.373787594255
"MS","coahoma",157,189,311.404845075012,122.404845075012
"MS","copiah",54,124,310.514873430892,186.514873430892
"MS","covington",164,140,306.591629799875,166.591629799875
"MS","de soto",1885,290,304.515436758039,14.5154367580387
"MS","forrest",1367,225,313.783628607663,88.7836286076631
"MS","franklin",35,122,308.596610981855,186.596610981855
"MS","george",208,164,317.41596779703,153.41596779703
"MS","greene",47,107,317.951459692605,210.951459692605
"MS","grenada",199,204,292.2225720603,88.2225720603004
"MS","hancock",3103,325,331.033831792112,6.03383179211158
"MS","harrison",5975,327,330.554531198834,3.55453119883362
"MS","hinds",1796,217,310.178480176285,93.1784801762846
"MS","holmes",112,180,300.034933891179,120.034933891179
"MS","humphreys",191,195,314.154298665541,119.154298665541
"MS","issaquena",123,215,302.392265711415,87.3922657114155
"MS","itawamba",404,147,285.188622527901,138.188622527901
"MS","jackson",13368,346,332.952743316877,0
"MS","jasper",62,115,292.906290208101,177.906290208101
"MS","jefferson",40,110,309.772826091657,199.772826091657
"MS","jefferson davis",118,139,307.323375087101,168.323375087101
"MS","jones",173,130,306.821050353711,176.821050353711
"MS","kemper",85,134,289.915469314577,155.915469314577
"MS","lafayette",1368,254,291.687069121673,37.6870691216728
"MS","lamar",317,150,315.990758048972,165.990758048972
"MS","lauderdale",1034,207,287.471793215467,80.4717932154672
"MS","lawrence",44,103,307.23339530299,204.23339530299
"MS","leake",23,85,299.763452742406,214.763452742406
"MS","lee",916,236,286.72994887942,50.7299488794196
"MS","leflore",121,190,307.364316596533,117.364316596533
"MS","lincoln",177,122,307.998999483682,185.998999483682
"MS","lowndes",996,230,280.083053424512,50.0830534245118
"MS","madison",1760,253,303.0066268498,50.0066268498002
"MS","marion",63,113,317.082221978032,204.082221978032
"MS","marshall",641,209,292.884123579916,83.8841235799161
"MS","monroe",196,182,284.465687585777,102.465687585777
"MS","montgomery",15,49,289.630650352424,240.630650352424
"MS","neshoba",28,96,290.70032207177,194.70032207177
"MS","newton",64,107,289.549296748285,182.549296748285
"MS","noxubee",1227,269,284.761008812873,15.7610088128728
"MS","oktibbeha",2643,274,285.350255031038,11.3502550310383
"MS","panola",607,235,296.093616726129,61.0936167261293
"MS","pearl river",850,233,330.092342543549,97.0923425435485
"MS","perry",69,123,317.504430608721,194.504430608721
"MS","pike",132,141,312.616074940908,171.616074940908
"MS","pontotoc",141,161,287.873483796315,126.873483796315
"MS","prentiss",42,132,287.588414105814,155.588414105814
"MS","quitman",161,193,307.944688023035,114.944688023035
"MS","rankin",1966,208,307.067079296236,99.0670792962363
"MS","scott",142,167,298.277272809492,131.277272809492
"MS","sharkey",50,166,313.206825334873,147.206825334873
"MS","simpson",327,136,300.197174347368,164.197174347368
"MS","smith",21,116,301.28779543003,185.28779543003
"MS","stone",127,142,318.168010577433,176.168010577433
"MS","sunflower",123,161,316.053913675553,155.053913675553
"MS","tallahatchie",140,223,298.842382289891,75.8423822898908
"MS","tate",182,189,296.274487015319,107.274487015319
"MS","tippah",30,75,291.078896088634,216.078896088634
"MS","tishomingo",697,232,287.792397929789,55.7923979297888
"MS","tunica",552,257,309.792570208313,52.7925702083129
"MS","union",30,78,287.928990395416,209.928990395416
"MS","walthall",14,84,315.406965262401,231.406965262401
"MS","warren",785,233,306.78759237349,73.7875923734902
"MS","washington",217,246,306.089088317348,60.0890883173481
"MS","wayne",45,90,304.531482895854,214.531482895854
"MS","webster",47,112,286.975861528001,174.975861528001
"MS","wilkinson",81,151,318.968833683061,167.968833683061
"MS","winston",79,155,288.656339190945,133.656339190945
"MS","yalobusha",167,197,294.105001034832,97.1050010348319
"MS","yazoo",154,204,310.689108261961,106.689108261961
"MO","adair",1848,240,304.348679258434,64.3486792584345
"MO","andrew",256,186,301.953461032018,115.953461032018
"MO","atchison",285,216,308.541172338296,92.5411723382961
"MO","audrain",287,182,304.282566849377,122.282566849377
"MO","barry",1022,236,298.451057604161,62.4510576041614
"MO","barton",749,244,287.836570538585,43.8365705385851
"MO","bates",302,226,310.557961735682,84.5579617356818
"MO","benton",952,248,305.66051065707,57.6605106570697
"MO","bollinger",962,246,299.111135281715,53.1111352817147
"MO","boone",27089,326,305.111335404952,0
"MO","buchanan",1992,310,302.309666394962,0
"MO","butler",595,198,294.232229798672,96.2322297986718
"MO","caldwell",159,184,303.034296379127,119.034296379127
"MO","callaway",2478,256,305.198928974826,49.1989289748262
"MO","camden",1491,221,295.961557512379,74.9615575123786
"MO","cape girardeau",2818,233,299.432039199522,66.4320391995215
"MO","carroll",162,177,306.313623928429,129.313623928429
"MO","carter",413,187,299.033952747405,112.033952747405
"MO","cass",5723,270,305.638317805448,35.6383178054479
"MO","cedar",581,253,291.014395176415,38.0143951764151
"MO","chariton",502,269,301.026155558247,32.0261555582467
"MO","christian",1162,234,287.366389899143,53.3663898991429
"MO","clark",204,182,311.343813478244,129.343813478244
"MO","clay",4952,314,304.401155149065,0
"MO","clinton",618,229,298.824093367376,69.8240933673759
"MO","cole",3298,267,303.972384343526,36.9723843435261
"MO","cooper",750,227,303.082521508578,76.082521508578
"MO","crawford",625,184,288.42954234795,104.42954234795
"MO","dade",1079,245,288.067575205575,43.067575205575
"MO","dallas",177,174,284.370623841292,110.370623841292
"MO","daviess",185,165,305.485406537907,140.485406537907
"MO","de kalb",561,205,301.569659798149,96.5696597981485
"MO","dent",598,207,286.974707610777,79.9747076107769
"MO","douglas",125,145,292.195284394335,147.195284394335
"MO","dunklin",2218,274,293.36797341173,19.36797341173
"MO","franklin",3759,227,306.01476364546,79.0147636454601
"MO","gasconade",244,157,298.835873632829,141.835873632829
"MO","gentry",69,128,301.795864762034,173.795864762034
"MO","greene",6817,304,287.864995056734,0
"MO","grundy",100,141,306.48759728397,165.48759728397
"MO","harrison",404,201,307.407730515774,106.407730515774
"MO","henry",1117,280,304.183732067718,24.183732067718
"MO","hickory",212,189,295.091909177599,106.091909177599
"MO","holt",2445,312,304.006848892786,0
"MO","howard",894,235,300.173687880557,65.1736878805565
"MO","howell",523,193,296.189553238393,103.189553238393
"MO","iron",417,171,283.35902293024,112.35902293024
"MO","jackson",18003,319,306.615392959492,0
"MO","jasper",1945,249,293.265249753957,44.2652497539568
"MO","jefferson",4409,210,296.881281952573,86.8812819525728
"MO","johnson",5222,272,300.278347156362,28.2783471563625
"MO","knox",186,181,303.825967457165,122.825967457165
"MO","laclede",345,183,288.956245533055,105.956245533055
"MO","lafayette",833,229,300.937922092574,71.9379220925742
"MO","lawrence",597,210,288.921918308018,78.9219183080177
"MO","lewis",700,223,307.972106970235,84.9721069702346
"MO","lincoln",5053,298,311.695252999107,13.6952529991066
"MO","linn",441,234,299.338983994644,65.3389839946439
"MO","livingston",318,245,304.592535501,59.5925355010001
"MO","mcdonald",313,193,295.203328295566,102.203328295566
"MO","macon",1585,272,305.032902521826,33.0329025218264
"MO","madison",320,153,291.891088354741,138.891088354741
"MO","maries",217,167,294.45613416774,127.45613416774
"MO","marion",390,192,303.348966638074,111.348966638074
"MO","mercer",55,126,304.245328811814,178.245328811814
"MO","miller",1076,222,297.666453922673,75.6664539226726
"MO","mississippi",578,250,289.262878188448,39.2628781884475
"MO","moniteau",631,199,298.656475175699,99.6564751756986
"MO","monroe",652,214,301.168042238456,87.1680422384561
"MO","montgomery",331,178,303.797927614196,125.797927614196
"MO","morgan",665,193,299.808441145106,106.808441145106
"MO","new madrid",327,210,289.05123836184,79.0512383618395
"MO","newton",2543,249,292.97984042523,43.9798404252303
"MO","nodaway",316,232,310.969025625662,78.9690256256624
"MO","oregon",396,188,298.285114802996,110.285114802996
"MO","osage",251,158,298.853730194168,140.853730194168
"MO","ozark",475,187,296.819052132291,109.819052132291
"MO","pemiscot",672,230,305.520626786176,75.5206267861759
"MO","perry",1084,250,297.848937202706,47.848937202706
"MO","pettis",653,221,300.636684725186,79.6366847251863
"MO","phelps",5890,256,286.846994588,30.8469945879999
"MO","pike",992,276,306.260542548755,30.2605425487545
"MO","platte",3838,283,304.513682140809,21.5136821408094
"MO","polk",539,255,291.066652201905,36.066652201905
"MO","pulaski",773,195,284.68381575345,89.6838157534499
"MO","putnam",225,196,303.398280166464,107.398280166464
"MO","ralls",777,222,305.290325025862,83.2903250258616
"MO","randolph",274,195,296.640661264191,101.640661264191
"MO","ray",685,239,305.866017391112,66.8660173911123
"MO","reynolds",760,203,290.56753880886,87.5675388088596
"MO","ripley",315,169,298.874352889825,129.874352889825
"MO","st charles",13849,344,316.205209088006,0
"MO","st clair",694,255,303.187436809428,48.1874368094278
"MO","st francois",1515,209,288.624076346176,79.6240763461757
"MO","st louis",27404,315,313.6798099724,0
"MO","st louis city",NA,NA,307.703086385834,NA
"MO","ste genevieve",590,199,299.694011190043,100.694011190043
"MO","saline",1815,257,309.061542706442,52.0615427064415
"MO","schuyler",166,113,305.631882423786,192.631882423786
"MO","scotland",23,108,305.742562984287,197.742562984287
"MO","scott",529,209,298.162840334408,89.1628403344079
"MO","shannon",553,194,293.097308956318,99.0973089563183
"MO","shelby",230,182,303.390257629417,121.390257629417
"MO","stoddard",2983,281,294.149284028826,13.1492840288259
"MO","stone",680,222,293.526244160423,71.5262441604231
"MO","sullivan",189,204,294.114683359788,90.114683359788
"MO","taney",1573,252,294.274323947608,42.2743239476076
"MO","texas",493,186,289.337621433257,103.337621433257
"MO","vernon",1244,293,303.828346705929,10.8283467059287
"MO","warren",457,170,305.151174765539,135.151174765539
"MO","washington",624,181,288.07521065069,107.07521065069
"MO","wayne",495,227,298.187624279629,71.1876242796288
"MO","webster",1255,237,287.452657287698,50.4526572876983
"MO","worth",78,122,302.346219086246,180.346219086246
"MO","wright",86,133,285.290493718007,152.290493718007
"MT","beaverhead",2043,272,282.724779115302,10.7247791153018
"MT","big horn",720,236,309.441103093758,73.4411030937582
"MT","blaine",380,194,306.784778159323,112.784778159323
"MT","broadwater",1042,249,300.110840708471,51.1108407084707
"MT","carbon",1663,267,312.058735969197,45.0587359691971
"MT","carter",231,190,319.731967088488,129.731967088488
"MT","cascade",7658,299,295.587692564533,0
"MT","chouteau",350,226,303.051219851675,77.0512198516754
"MT","custer",530,217,319.014115527452,102.014115527452
"MT","daniels",297,162,312.172780979462,150.172780979462
"MT","dawson",250,172,315.347978788501,143.347978788501
"MT","deer lodge",2834,256,278.426116998977,22.4261169989772
"MT","fallon",118,166,314.151387057168,148.151387057168
"MT","fergus",1497,232,312.805584419424,80.8055844194237
"MT","flathead",12744,310,298.148013490525,0
